driverId,circuitId,lap,statusId,position_lap,driver_name
4,7,62,1,2,Fernando Alonso
858,9,30,1,16,Logan Sargeant
822,3,13,1,10,Valtteri Bottas
848,70,40,11,11,Alexander Albon
20,15,41,1,7,Sebastian Vettel
840,9,45,1,11,Lance Stroll
825,3,28,1,6,Kevin Magnussen
817,77,27,6,11,Daniel Ricciardo
854,32,3,11,17,Mick Schumacher
1,73,51,1,6,Lewis Hamilton
839,21,27,11,11,Esteban Ocon
844,9,1,1,4,Charles Leclerc
842,1,22,1,15,Pierre Gasly
839,4,63,1,7,Esteban Ocon
855,32,48,11,16,Guanyu Zhou
846,73,41,1,9,Lando Norris
856,7,7,11,17,Nyck de Vries
852,32,1,130,11,Yuki Tsunoda
830,3,32,1,1,Max Verstappen
830,70,45,1,1,Max Verstappen
848,77,23,23,13,Alexander Albon
1,1,57,1,4,Lewis Hamilton
855,3,1,1,19,Guanyu Zhou
20,13,15,1,10,Sebastian Vettel
815,9,14,1,15,Sergio Pérez
852,4,53,1,9,Yuki Tsunoda
857,6,35,11,11,Oscar Piastri
822,7,37,1,10,Valtteri Bottas
839,34,5,1,9,Esteban Ocon
857,4,18,11,15,Oscar Piastri
847,18,66,1,1,George Russell
855,73,23,9,16,Guanyu Zhou
4,39,5,1,13,Fernando Alonso
839,34,31,1,9,Esteban Ocon
855,4,18,1,11,Guanyu Zhou
1,22,11,1,5,Lewis Hamilton
4,3,33,1,4,Fernando Alonso
842,13,4,1,16,Pierre Gasly
847,13,30,1,6,George Russell
857,73,2,1,11,Oscar Piastri
854,11,57,11,15,Mick Schumacher
846,3,41,1,16,Lando Norris
847,18,8,1,1,George Russell
852,77,9,1,13,Yuki Tsunoda
815,39,21,1,5,Sergio Pérez
832,39,4,1,3,Carlos Sainz
847,24,47,1,6,George Russell
848,39,34,1,13,Alexander Albon
830,39,19,1,3,Max Verstappen
855,18,65,1,12,Guanyu Zhou
830,7,12,1,1,Max Verstappen
830,34,16,1,5,Max Verstappen
822,14,49,11,13,Valtteri Bottas
4,3,29,1,6,Fernando Alonso
846,6,8,1,5,Lando Norris
825,3,39,11,16,Kevin Magnussen
846,21,48,1,4,Lando Norris
840,13,14,1,5,Lance Stroll
848,73,36,11,13,Alexander Albon
844,7,59,1,4,Charles Leclerc
1,18,43,1,3,Lewis Hamilton
847,3,22,1,6,George Russell
825,4,53,11,17,Kevin Magnussen
844,77,47,1,2,Charles Leclerc
842,73,43,1,16,Pierre Gasly
817,9,14,1,10,Daniel Ricciardo
848,73,6,1,12,Alexander Albon
4,69,1,1,12,Fernando Alonso
847,22,12,1,11,George Russell
825,21,31,1,8,Kevin Magnussen
1,22,25,1,5,Lewis Hamilton
807,11,67,11,14,Nico Hülkenberg
840,9,13,1,14,Lance Stroll
817,11,49,11,13,Daniel Ricciardo
858,1,28,4,15,Logan Sargeant
856,7,66,11,18,Nyck de Vries
846,14,11,1,7,Lando Norris
839,70,40,1,5,Esteban Ocon
840,4,40,1,8,Lance Stroll
1,18,32,1,4,Lewis Hamilton
846,6,69,11,9,Lando Norris
830,32,62,1,1,Max Verstappen
825,69,2,1,18,Kevin Magnussen
852,15,14,3,10,Yuki Tsunoda
817,11,14,11,11,Daniel Ricciardo
839,77,6,1,6,Esteban Ocon
842,4,29,1,12,Pierre Gasly
20,18,30,1,7,Sebastian Vettel
852,9,52,1,16,Yuki Tsunoda
844,79,37,1,2,Charles Leclerc
854,39,58,1,13,Mick Schumacher
852,70,38,11,18,Yuki Tsunoda
20,21,43,1,7,Sebastian Vettel
852,32,9,130,11,Yuki Tsunoda
855,7,54,1,10,Guanyu Zhou
832,9,25,1,5,Carlos Sainz
20,6,43,1,11,Sebastian Vettel
844,18,52,1,7,Charles Leclerc
847,1,16,5,4,George Russell
20,1,11,3,19,Sebastian Vettel
856,9,29,1,17,Nyck de Vries
849,69,16,1,19,Nicholas Latifi
857,9,8,1,3,Oscar Piastri
847,70,64,1,8,George Russell
1,7,21,1,2,Lewis Hamilton
857,11,35,1,3,Oscar Piastri
847,69,49,1,5,George Russell
20,21,62,1,8,Sebastian Vettel
839,4,53,1,8,Esteban Ocon
842,70,14,11,17,Pierre Gasly
815,18,71,1,7,Sergio Pérez
840,1,20,1,14,Lance Stroll
844,70,43,1,1,Charles Leclerc
825,1,21,3,14,Kevin Magnussen
830,6,8,1,4,Max Verstappen
842,4,25,1,13,Pierre Gasly
825,9,13,5,18,Kevin Magnussen
848,32,53,11,12,Alexander Albon
830,18,52,1,10,Max Verstappen
856,4,12,11,19,Nyck de Vries
825,6,12,130,16,Kevin Magnussen
844,70,23,1,1,Charles Leclerc
815,1,48,1,7,Sergio Pérez
817,13,29,1,16,Daniel Ricciardo
856,14,37,1,10,Nyck de Vries
822,1,48,1,11,Valtteri Bottas
832,11,23,1,7,Carlos Sainz
857,73,16,1,13,Oscar Piastri
822,7,10,1,15,Valtteri Bottas
815,3,5,32,5,Sergio Pérez
855,73,34,25,16,Guanyu Zhou
844,14,45,1,2,Charles Leclerc
4,18,13,1,12,Fernando Alonso
855,7,24,11,14,Guanyu Zhou
844,3,9,5,2,Charles Leclerc
858,70,62,11,13,Logan Sargeant
4,4,8,1,7,Fernando Alonso
815,70,10,130,20,Sergio Pérez
842,39,49,1,11,Pierre Gasly
848,7,36,1,15,Alexander Albon
855,39,49,1,14,Guanyu Zhou
822,7,3,1,16,Valtteri Bottas
840,9,35,1,13,Lance Stroll
4,69,3,1,12,Fernando Alonso
822,77,36,11,18,Valtteri Bottas
832,6,59,1,8,Carlos Sainz
830,11,10,1,1,Max Verstappen
846,73,14,1,11,Lando Norris
807,11,41,11,15,Nico Hülkenberg
817,7,9,1,9,Daniel Ricciardo
830,3,43,1,1,Max Verstappen
847,73,4,1,9,George Russell
20,39,1,1,18,Sebastian Vettel
822,9,13,6,9,Valtteri Bottas
854,13,10,11,17,Mick Schumacher
848,13,13,1,14,Alexander Albon
855,79,20,1,12,Guanyu Zhou
855,7,21,1,10,Guanyu Zhou
852,9,32,1,13,Yuki Tsunoda
849,69,25,1,15,Nicholas Latifi
844,70,8,1,2,Charles Leclerc
20,9,22,1,10,Sebastian Vettel
830,18,23,1,14,Max Verstappen
844,4,7,1,16,Charles Leclerc
857,7,41,1,13,Oscar Piastri
840,13,8,1,9,Lance Stroll
830,70,71,1,1,Max Verstappen
830,70,9,1,1,Max Verstappen
817,11,39,11,15,Daniel Ricciardo
822,73,5,11,17,Valtteri Bottas
855,14,51,1,10,Guanyu Zhou
817,39,50,1,18,Daniel Ricciardo
830,9,27,1,8,Max Verstappen
844,79,8,1,1,Charles Leclerc
856,4,22,11,14,Nyck de Vries
832,9,36,1,7,Carlos Sainz
815,9,48,1,2,Sergio Pérez
1,11,53,1,5,Lewis Hamilton
856,77,49,1,14,Nyck de Vries
854,9,17,1,11,Mick Schumacher
4,11,12,1,8,Fernando Alonso
1,24,1,9,4,Lewis Hamilton
817,69,3,1,13,Daniel Ricciardo
815,73,16,1,1,Sergio Pérez
852,4,59,11,10,Yuki Tsunoda
842,6,30,1,12,Pierre Gasly
1,4,34,1,7,Lewis Hamilton
822,18,67,1,9,Valtteri Bottas
848,7,34,1,16,Alexander Albon
846,18,1,6,5,Lando Norris
855,39,67,1,16,Guanyu Zhou
815,24,23,1,2,Sergio Pérez
855,9,18,1,15,Guanyu Zhou
854,14,47,1,12,Mick Schumacher
849,9,28,1,9,Nicholas Latifi
4,34,19,1,5,Fernando Alonso
815,13,33,1,2,Sergio Pérez
817,70,64,11,9,Daniel Ricciardo
855,1,23,1,13,Guanyu Zhou
1,11,11,1,4,Lewis Hamilton
840,11,48,11,10,Lance Stroll
830,24,24,1,1,Max Verstappen
846,13,7,1,12,Lando Norris
817,11,24,11,10,Daniel Ricciardo
815,4,27,1,3,Sergio Pérez
1,1,20,1,2,Lewis Hamilton
846,70,56,1,5,Lando Norris
846,32,51,11,10,Lando Norris
852,4,49,1,9,Yuki Tsunoda
846,4,8,11,20,Lando Norris
857,4,48,11,12,Oscar Piastri
842,4,10,11,14,Pierre Gasly
847,21,18,1,5,George Russell
815,6,14,12,18,Sergio Pérez
858,79,40,11,20,Logan Sargeant
844,15,36,1,2,Charles Leclerc
846,6,48,1,6,Lando Norris
858,3,48,11,12,Logan Sargeant
849,21,42,11,16,Nicholas Latifi
822,1,47,1,15,Valtteri Bottas
832,79,29,1,3,Carlos Sainz
822,22,24,1,14,Valtteri Bottas
20,32,46,11,13,Sebastian Vettel
849,24,33,130,17,Nicholas Latifi
847,7,27,1,5,George Russell
856,1,4,4,14,Nyck de Vries
807,3,39,1,20,Nico Hülkenberg
839,3,55,1,8,Esteban Ocon
854,3,11,1,16,Mick Schumacher
20,69,36,1,3,Sebastian Vettel
825,4,9,12,20,Kevin Magnussen
832,4,23,1,7,Carlos Sainz
858,6,3,12,15,Logan Sargeant
1,70,50,1,4,Lewis Hamilton
825,70,67,11,8,Kevin Magnussen
848,13,18,1,8,Alexander Albon
825,70,40,11,7,Kevin Magnussen
807,1,38,1,7,Nico Hülkenberg
839,70,33,1,5,Esteban Ocon
852,7,53,1,15,Yuki Tsunoda
856,9,4,1,17,Nyck de Vries
822,39,42,5,14,Valtteri Bottas
832,15,45,1,3,Carlos Sainz
854,1,4,11,13,Mick Schumacher
1,79,27,1,7,Lewis Hamilton
842,39,35,1,15,Pierre Gasly
817,22,24,1,11,Daniel Ricciardo
815,69,22,1,3,Sergio Pérez
817,13,8,1,16,Daniel Ricciardo
848,9,32,1,6,Alexander Albon
822,1,30,1,13,Valtteri Bottas
846,7,67,1,9,Lando Norris
849,18,44,1,18,Nicholas Latifi
842,1,43,1,10,Pierre Gasly
1,32,37,1,2,Lewis Hamilton
4,18,68,1,5,Fernando Alonso
854,4,20,11,12,Mick Schumacher
825,73,24,131,10,Kevin Magnussen
830,7,69,1,1,Max Verstappen
839,14,15,1,12,Esteban Ocon
846,32,37,11,15,Lando Norris
852,13,28,1,9,Yuki Tsunoda
4,18,69,1,5,Fernando Alonso
20,32,47,11,13,Sebastian Vettel
847,7,24,23,19,George Russell
847,6,37,1,5,George Russell
822,15,2,1,16,Valtteri Bottas
822,79,36,1,6,Valtteri Bottas
817,4,46,11,12,Daniel Ricciardo
844,70,51,1,2,Charles Leclerc
822,77,21,11,18,Valtteri Bottas
807,7,34,11,16,Nico Hülkenberg
849,32,44,12,20,Nicholas Latifi
852,9,39,1,14,Yuki Tsunoda
832,18,60,1,4,Carlos Sainz
830,7,26,1,1,Max Verstappen
844,70,57,1,2,Charles Leclerc
830,18,47,1,6,Max Verstappen
4,3,32,1,11,Fernando Alonso
1,4,53,1,2,Lewis Hamilton
817,1,13,1,7,Daniel Ricciardo
839,73,35,1,9,Esteban Ocon
844,3,18,5,2,Charles Leclerc
20,79,20,4,13,Sebastian Vettel
825,11,13,11,11,Kevin Magnussen
842,6,21,1,10,Pierre Gasly
846,15,21,1,5,Lando Norris
844,18,49,1,8,Charles Leclerc
825,70,8,11,6,Kevin Magnussen
830,70,41,1,1,Max Verstappen
842,73,25,1,19,Pierre Gasly
855,1,45,1,14,Guanyu Zhou
1,18,49,1,3,Lewis Hamilton
844,6,26,1,4,Charles Leclerc
20,79,21,4,13,Sebastian Vettel
4,1,44,1,3,Fernando Alonso
1,9,20,1,6,Lewis Hamilton
846,1,3,1,6,Lando Norris
847,79,5,1,15,George Russell
840,39,55,1,10,Lance Stroll
844,24,45,1,2,Charles Leclerc
855,3,45,1,9,Guanyu Zhou
840,9,15,1,14,Lance Stroll
840,1,54,1,11,Lance Stroll
857,73,34,1,13,Oscar Piastri
825,14,48,11,16,Kevin Magnussen
815,6,64,12,16,Sergio Pérez
852,70,13,11,15,Yuki Tsunoda
4,11,6,1,7,Fernando Alonso
822,11,48,131,10,Valtteri Bottas
840,7,10,1,13,Lance Stroll
852,1,36,11,17,Yuki Tsunoda
844,3,18,1,1,Charles Leclerc
846,13,40,1,12,Lando Norris
832,11,53,1,4,Carlos Sainz
825,21,13,1,7,Kevin Magnussen
854,39,20,1,15,Mick Schumacher
1,9,50,1,3,Lewis Hamilton
847,39,61,1,3,George Russell
822,70,58,11,17,Valtteri Bottas
840,7,36,1,13,Lance Stroll
847,39,32,1,5,George Russell
840,1,4,1,7,Lance Stroll
815,15,48,1,1,Sergio Pérez
844,22,3,1,2,Charles Leclerc
858,4,56,11,19,Logan Sargeant
844,3,8,1,1,Charles Leclerc
849,32,55,12,19,Nicholas Latifi
817,13,30,1,9,Daniel Ricciardo
852,24,46,1,12,Yuki Tsunoda
840,32,49,11,18,Lance Stroll
854,21,10,11,16,Mick Schumacher
846,4,5,11,20,Lando Norris
842,14,3,1,5,Pierre Gasly
846,79,35,4,14,Lando Norris
847,70,21,1,9,George Russell
846,73,38,1,11,Lando Norris
817,14,16,44,5,Daniel Ricciardo
817,73,42,1,8,Daniel Ricciardo
857,70,11,11,14,Oscar Piastri
817,1,10,1,7,Daniel Ricciardo
852,18,41,11,17,Yuki Tsunoda
844,3,53,1,1,Charles Leclerc
846,77,14,1,20,Lando Norris
815,1,42,1,9,Sergio Pérez
852,18,39,11,14,Yuki Tsunoda
854,13,21,11,17,Mick Schumacher
855,7,18,11,14,Guanyu Zhou
807,79,54,1,15,Nico Hülkenberg
817,14,38,44,8,Daniel Ricciardo
848,3,32,1,16,Alexander Albon
832,11,52,1,4,Carlos Sainz
832,32,48,1,5,Carlos Sainz
848,11,52,11,18,Alexander Albon
1,3,19,1,5,Lewis Hamilton
852,7,36,1,16,Yuki Tsunoda
839,15,7,5,14,Esteban Ocon
4,69,17,1,7,Fernando Alonso
847,69,34,1,5,George Russell
839,79,3,1,17,Esteban Ocon
4,1,57,11,17,Fernando Alonso
825,3,26,1,7,Kevin Magnussen
854,70,67,11,6,Mick Schumacher
847,6,69,1,5,George Russell
815,21,60,1,2,Sergio Pérez
848,24,12,11,16,Alexander Albon
839,7,60,1,6,Esteban Ocon
815,39,22,1,5,Sergio Pérez
858,9,28,1,13,Logan Sargeant
840,3,6,1,17,Lance Stroll
825,73,24,1,15,Kevin Magnussen
817,3,48,1,16,Daniel Ricciardo
858,6,13,12,15,Logan Sargeant
858,1,43,4,17,Logan Sargeant
849,70,8,140,16,Nicholas Latifi
815,34,42,1,3,Sergio Pérez
4,11,36,1,8,Fernando Alonso
848,7,3,1,10,Alexander Albon
822,3,53,1,8,Valtteri Bottas
847,6,30,1,8,George Russell
846,21,14,1,4,Lando Norris
1,6,56,1,4,Lewis Hamilton
848,9,39,1,9,Alexander Albon
817,34,28,1,8,Daniel Ricciardo
832,39,13,1,3,Carlos Sainz
832,34,12,1,11,Carlos Sainz
839,34,18,1,11,Esteban Ocon
847,3,5,1,6,George Russell
832,7,12,1,5,Carlos Sainz
4,18,27,1,6,Fernando Alonso
852,70,53,11,16,Yuki Tsunoda
4,4,27,11,10,Fernando Alonso
20,21,47,1,7,Sebastian Vettel
839,70,47,1,6,Esteban Ocon
825,70,22,11,10,Kevin Magnussen
840,77,7,11,12,Lance Stroll
1,14,22,1,7,Lewis Hamilton
855,11,25,11,15,Guanyu Zhou
855,7,33,1,10,Guanyu Zhou
844,1,54,1,1,Charles Leclerc
844,7,5,1,9,Charles Leclerc
842,70,11,11,12,Pierre Gasly
854,70,19,11,13,Mick Schumacher
825,7,31,11,12,Kevin Magnussen
832,9,32,1,9,Carlos Sainz
844,32,15,1,6,Charles Leclerc
856,70,60,11,15,Nyck de Vries
1,79,28,1,7,Lewis Hamilton
854,11,13,11,11,Mick Schumacher
822,4,29,1,3,Valtteri Bottas
20,11,21,11,15,Sebastian Vettel
830,7,15,1,2,Max Verstappen
842,14,29,1,12,Pierre Gasly
825,21,57,1,9,Kevin Magnussen
844,70,6,1,2,Charles Leclerc
815,11,34,1,5,Sergio Pérez
844,1,18,1,1,Charles Leclerc
842,13,11,1,7,Pierre Gasly
846,9,23,1,2,Lando Norris
839,7,59,1,8,Esteban Ocon
830,6,61,1,3,Max Verstappen
855,69,54,1,13,Guanyu Zhou
855,4,11,1,15,Guanyu Zhou
846,73,32,1,11,Lando Norris
4,73,29,1,4,Fernando Alonso
844,34,1,3,1,Charles Leclerc
1,70,40,1,4,Lewis Hamilton
848,73,4,11,15,Alexander Albon
852,9,6,1,14,Yuki Tsunoda
839,11,5,11,6,Esteban Ocon
825,70,38,11,19,Kevin Magnussen
847,79,21,1,11,George Russell
842,69,47,1,13,Pierre Gasly
830,77,26,1,2,Max Verstappen
855,6,5,11,16,Guanyu Zhou
855,79,1,1,16,Guanyu Zhou
832,11,21,1,7,Carlos Sainz
844,15,44,1,2,Charles Leclerc
817,32,54,11,11,Daniel Ricciardo
830,7,48,1,1,Max Verstappen
840,11,53,11,10,Lance Stroll
844,11,58,1,6,Charles Leclerc
4,70,1,1,6,Fernando Alonso
852,14,5,11,17,Yuki Tsunoda
855,32,18,11,13,Guanyu Zhou
825,79,48,33,14,Kevin Magnussen
830,18,27,1,17,Max Verstappen
839,13,10,1,12,Esteban Ocon
852,70,46,11,15,Yuki Tsunoda
20,70,2,11,18,Sebastian Vettel
855,7,46,11,17,Guanyu Zhou
832,34,52,1,5,Carlos Sainz
825,11,48,11,18,Kevin Magnussen
855,6,46,11,17,Guanyu Zhou
832,34,15,1,10,Carlos Sainz
839,73,36,1,11,Esteban Ocon
840,7,45,1,12,Lance Stroll
832,3,11,1,3,Carlos Sainz
825,70,32,11,7,Kevin Magnussen
846,79,22,4,16,Lando Norris
815,70,67,1,3,Sergio Pérez
815,77,26,1,4,Sergio Pérez
852,21,57,1,6,Yuki Tsunoda
832,70,56,131,3,Carlos Sainz
847,79,32,1,5,George Russell
844,9,21,1,1,Charles Leclerc
857,6,49,11,11,Oscar Piastri
839,6,16,1,8,Esteban Ocon
840,4,20,1,6,Lance Stroll
830,6,61,1,1,Max Verstappen
844,6,7,1,6,Charles Leclerc
825,7,56,11,17,Kevin Magnussen
830,11,62,1,1,Max Verstappen
846,21,20,1,4,Lando Norris
849,14,44,11,16,Nicholas Latifi
847,6,19,1,5,George Russell
842,6,9,1,7,Pierre Gasly
807,6,35,12,16,Nico Hülkenberg
4,70,38,1,6,Fernando Alonso
822,24,57,11,15,Valtteri Bottas
839,1,1,1,8,Esteban Ocon
807,79,52,1,15,Nico Hülkenberg
4,1,53,11,17,Fernando Alonso
842,34,52,1,12,Pierre Gasly
830,13,32,1,1,Max Verstappen
1,24,42,9,3,Lewis Hamilton
4,6,30,1,2,Fernando Alonso
842,79,4,22,6,Pierre Gasly
817,34,17,1,10,Daniel Ricciardo
830,13,44,1,1,Max Verstappen
847,6,26,1,5,George Russell
848,1,15,1,15,Alexander Albon
830,7,22,1,1,Max Verstappen
825,79,5,1,7,Kevin Magnussen
855,9,51,1,15,Guanyu Zhou
1,22,1,1,5,Lewis Hamilton
852,21,38,1,9,Yuki Tsunoda
848,77,10,23,14,Alexander Albon
840,34,49,1,10,Lance Stroll
847,13,41,1,4,George Russell
852,34,6,140,20,Yuki Tsunoda
849,39,11,11,19,Nicholas Latifi
807,9,45,1,14,Nico Hülkenberg
1,11,43,1,2,Lewis Hamilton
817,21,48,11,18,Daniel Ricciardo
815,13,44,1,2,Sergio Pérez
847,73,5,1,5,George Russell
854,9,20,1,14,Mick Schumacher
842,73,39,1,4,Pierre Gasly
840,1,31,1,6,Lance Stroll
4,11,43,1,9,Fernando Alonso
844,11,31,1,7,Charles Leclerc
847,4,62,1,3,George Russell
20,11,14,11,13,Sebastian Vettel
825,7,59,11,17,Kevin Magnussen
4,6,27,1,7,Fernando Alonso
849,4,56,12,17,Nicholas Latifi
840,11,54,11,11,Lance Stroll
852,13,33,1,14,Yuki Tsunoda
1,1,1,1,2,Lewis Hamilton
856,6,22,11,12,Nyck de Vries
839,3,25,1,9,Esteban Ocon
1,69,30,1,2,Lewis Hamilton
848,3,20,1,10,Alexander Albon
817,21,44,11,18,Daniel Ricciardo
822,77,33,11,18,Valtteri Bottas
822,39,48,5,13,Valtteri Bottas
815,3,39,1,2,Sergio Pérez
857,79,37,11,19,Oscar Piastri
1,9,48,1,3,Lewis Hamilton
856,4,57,11,14,Nyck de Vries
855,3,4,1,16,Guanyu Zhou
840,32,48,11,18,Lance Stroll
846,11,41,1,2,Lando Norris
854,1,21,11,18,Mick Schumacher
840,21,26,11,10,Lance Stroll
855,77,7,1,15,Guanyu Zhou
858,4,5,11,18,Logan Sargeant
846,15,58,1,4,Lando Norris
848,4,51,12,18,Alexander Albon
1,79,4,1,7,Lewis Hamilton
856,1,47,4,17,Nyck de Vries
822,18,11,1,10,Valtteri Bottas
817,3,52,1,16,Daniel Ricciardo
815,79,32,1,2,Sergio Pérez
840,32,41,11,18,Lance Stroll
848,9,30,1,7,Alexander Albon
855,21,7,11,17,Guanyu Zhou
815,21,26,1,2,Sergio Pérez
854,79,41,1,10,Mick Schumacher
4,24,11,47,10,Fernando Alonso
840,1,14,1,16,Lance Stroll
842,34,4,1,16,Pierre Gasly
847,3,11,1,6,George Russell
847,79,20,1,7,George Russell
830,7,2,1,1,Max Verstappen
20,21,42,1,7,Sebastian Vettel
858,70,46,11,13,Logan Sargeant
840,73,34,76,14,Lance Stroll
847,6,16,1,8,George Russell
20,6,35,1,11,Sebastian Vettel
839,21,29,11,11,Esteban Ocon
840,3,50,1,6,Lance Stroll
847,7,58,1,4,George Russell
822,11,11,131,12,Valtteri Bottas
832,39,3,1,3,Carlos Sainz
1,3,47,1,5,Lewis Hamilton
1,21,19,11,14,Lewis Hamilton
817,21,23,11,15,Daniel Ricciardo
847,7,38,1,4,George Russell
830,4,61,1,1,Max Verstappen
852,32,8,130,11,Yuki Tsunoda
840,1,10,1,6,Lance Stroll
817,9,43,1,13,Daniel Ricciardo
20,15,30,1,8,Sebastian Vettel
840,77,21,11,16,Lance Stroll
846,4,61,11,18,Lando Norris
846,4,26,11,20,Lando Norris
1,73,20,1,7,Lewis Hamilton
849,1,35,11,18,Nicholas Latifi
815,1,26,1,9,Sergio Pérez
832,70,7,1,3,Carlos Sainz
832,11,26,1,6,Carlos Sainz
4,77,28,103,8,Fernando Alonso
848,34,19,1,11,Alexander Albon
846,70,50,1,5,Lando Norris
20,32,33,11,12,Sebastian Vettel
825,4,48,11,18,Kevin Magnussen
825,11,4,11,14,Kevin Magnussen
846,79,16,1,17,Lando Norris
848,11,35,11,16,Alexander Albon
842,73,15,1,15,Pierre Gasly
825,7,1,1,5,Kevin Magnussen
842,11,8,11,18,Pierre Gasly
839,1,21,4,12,Esteban Ocon
848,77,6,23,16,Alexander Albon
856,6,16,11,12,Nyck de Vries
844,6,3,1,1,Charles Leclerc
858,73,7,1,13,Logan Sargeant
847,13,40,1,6,George Russell
1,73,11,1,11,Lewis Hamilton
817,13,29,1,9,Daniel Ricciardo
822,11,33,11,10,Valtteri Bottas
846,21,10,1,4,Lando Norris
4,79,9,1,8,Fernando Alonso
846,7,37,1,16,Lando Norris
4,39,26,1,9,Fernando Alonso
1,11,38,1,4,Lewis Hamilton
846,1,20,1,8,Lando Norris
832,4,14,1,2,Carlos Sainz
822,6,38,1,10,Valtteri Bottas
847,69,17,1,6,George Russell
847,14,5,1,3,George Russell
855,1,10,1,14,Guanyu Zhou
844,14,14,1,3,Charles Leclerc
4,1,17,11,9,Fernando Alonso
852,79,44,1,18,Yuki Tsunoda
4,6,55,1,7,Fernando Alonso
830,4,32,1,1,Max Verstappen
847,70,39,1,9,George Russell
854,4,44,11,11,Mick Schumacher
815,11,41,1,5,Sergio Pérez
846,21,26,1,4,Lando Norris
858,70,30,11,13,Logan Sargeant
839,32,43,11,10,Esteban Ocon
839,3,18,1,10,Esteban Ocon
852,3,8,1,14,Yuki Tsunoda
822,22,7,1,18,Valtteri Bottas
855,3,31,1,10,Guanyu Zhou
844,73,20,131,6,Charles Leclerc
846,79,54,1,17,Lando Norris
822,73,40,11,11,Valtteri Bottas
832,70,11,1,3,Carlos Sainz
822,11,38,11,10,Valtteri Bottas
817,15,3,1,13,Daniel Ricciardo
842,13,31,1,10,Pierre Gasly
852,7,27,1,13,Yuki Tsunoda
847,73,48,1,3,George Russell
825,77,19,1,6,Kevin Magnussen
844,13,24,1,5,Charles Leclerc
855,7,61,1,9,Guanyu Zhou
844,13,44,1,5,Charles Leclerc
1,9,34,1,3,Lewis Hamilton
847,39,55,1,3,George Russell
849,79,36,1,19,Nicholas Latifi
20,39,71,1,13,Sebastian Vettel
1,77,38,1,5,Lewis Hamilton
844,7,9,1,13,Charles Leclerc
839,18,13,1,10,Esteban Ocon
1,70,20,1,5,Lewis Hamilton
830,79,48,1,1,Max Verstappen
846,79,17,1,17,Lando Norris
858,6,71,12,18,Logan Sargeant
858,13,29,1,17,Logan Sargeant
20,32,35,11,11,Sebastian Vettel
832,11,65,1,4,Carlos Sainz
840,70,4,11,11,Lance Stroll
825,13,28,11,18,Kevin Magnussen
825,1,2,3,12,Kevin Magnussen
840,11,42,11,11,Lance Stroll
20,24,16,1,5,Sebastian Vettel
825,4,20,12,20,Kevin Magnussen
822,79,4,1,5,Valtteri Bottas
1,69,53,1,2,Lewis Hamilton
1,32,50,1,2,Lewis Hamilton
822,14,5,11,20,Valtteri Bottas
825,79,27,1,12,Kevin Magnussen
857,4,13,11,9,Oscar Piastri
857,9,46,1,4,Oscar Piastri
848,6,5,26,15,Alexander Albon
842,79,8,22,7,Pierre Gasly
848,34,47,1,13,Alexander Albon
830,70,58,1,2,Max Verstappen
815,9,20,1,9,Sergio Pérez
825,9,48,1,10,Kevin Magnussen
840,4,27,1,5,Lance Stroll
848,13,37,1,17,Alexander Albon
830,39,28,1,2,Max Verstappen
839,24,19,1,11,Esteban Ocon
822,21,60,1,5,Valtteri Bottas
832,79,57,1,3,Carlos Sainz
839,70,13,11,12,Esteban Ocon
856,7,65,11,18,Nyck de Vries
840,70,45,11,8,Lance Stroll
840,70,34,11,15,Lance Stroll
815,11,2,1,9,Sergio Pérez
847,6,74,1,5,George Russell
832,6,28,1,4,Carlos Sainz
839,4,12,1,6,Esteban Ocon
822,7,46,1,10,Valtteri Bottas
4,39,7,1,13,Fernando Alonso
20,11,35,11,11,Sebastian Vettel
832,6,9,1,4,Carlos Sainz
817,6,3,1,14,Daniel Ricciardo
847,15,40,12,11,George Russell
842,32,53,11,13,Pierre Gasly
855,39,66,1,16,Guanyu Zhou
852,79,15,1,12,Yuki Tsunoda
815,79,34,1,2,Sergio Pérez
848,21,49,11,12,Alexander Albon
842,70,45,1,10,Pierre Gasly
846,4,44,1,8,Lando Norris
854,34,12,1,18,Mick Schumacher
842,3,7,131,8,Pierre Gasly
849,9,2,1,8,Nicholas Latifi
20,14,2,5,11,Sebastian Vettel
4,7,58,1,2,Fernando Alonso
847,11,61,1,2,George Russell
858,70,21,11,16,Logan Sargeant
847,34,43,1,4,George Russell
1,79,48,1,6,Lewis Hamilton
839,39,36,1,10,Esteban Ocon
858,13,25,1,18,Logan Sargeant
852,14,17,11,14,Yuki Tsunoda
852,13,34,1,9,Yuki Tsunoda
856,77,13,1,13,Nyck de Vries
840,3,38,1,7,Lance Stroll
807,3,30,1,19,Nico Hülkenberg
1,24,25,9,6,Lewis Hamilton
854,39,56,1,13,Mick Schumacher
847,7,23,1,5,George Russell
1,6,62,1,8,Lewis Hamilton
840,14,11,5,11,Lance Stroll
844,4,11,1,11,Charles Leclerc
830,77,40,1,2,Max Verstappen
847,39,52,1,3,George Russell
1,13,5,1,3,Lewis Hamilton
1,9,4,1,6,Lewis Hamilton
858,3,6,11,13,Logan Sargeant
849,18,52,1,17,Nicholas Latifi
842,18,50,1,10,Pierre Gasly
825,34,14,130,17,Kevin Magnussen
817,13,21,1,10,Daniel Ricciardo
847,79,53,1,5,George Russell
854,69,31,1,10,Mick Schumacher
847,34,28,1,4,George Russell
